using heldout data set: /scratch/cluster/ianyen/data/multilabel/rcv1_regions.subtest.1k
D=47237
K=226
N=20835
d=75.9802
r=6
i=0, a_nnz=1.98603, ever_a_nnz=1.98603, b_nnz=2.33031, uni_search=0.591852, uni_subSolve=0.219686, uni_maintain_time=0.0472943, bi_search=0.0362608, bi_subSolve=0.023715, bi_maintain_time=0.014207, admm_maintain=0.032143, area4=1.00442, infea=928.385, d_obj=-3232.14, overall time=1.35957
i=253, a_nnz=14.804, ever_a_nnz=20.1838, b_nnz=478.679, uni_search=6.86979, uni_subSolve=2.67646, uni_maintain_time=0.147491, bi_search=2.79211, bi_subSolve=3.3181, bi_maintain_time=0.847464, admm_maintain=3.45683, area4=1.32993, infea=517.293, d_obj=-2109.06, overall time=3450.18
i=254, a_nnz=14.8138, ever_a_nnz=20.207, b_nnz=480.453, uni_search=6.96916, uni_subSolve=2.73394, uni_maintain_time=0.153565, bi_search=2.85198, bi_subSolve=3.38013, bi_maintain_time=0.863062, admm_maintain=3.48431, area4=1.33319, infea=520.328, d_obj=-2138.98, overall time=3473.48
i=255, a_nnz=14.8268, ever_a_nnz=20.2291, b_nnz=481.973, uni_search=6.97103, uni_subSolve=2.73632, uni_maintain_time=0.148629, bi_search=2.80531, bi_subSolve=3.30645, bi_maintain_time=0.850846, admm_maintain=3.37834, area4=1.33914, infea=511.741, d_obj=-2190.78, overall time=3496.39
i=256, a_nnz=14.8371, ever_a_nnz=20.2521, b_nnz=483.652, uni_search=6.748, uni_subSolve=2.62912, uni_maintain_time=0.151177, bi_search=2.69493, bi_subSolve=3.255, bi_maintain_time=0.844917, admm_maintain=3.34925, area4=1.32897, infea=517.726, d_obj=-2211.62, overall time=3518.79
i=257, a_nnz=14.8469, ever_a_nnz=20.2732, b_nnz=485.227, uni_search=6.75978, uni_subSolve=2.63697, uni_maintain_time=0.147988, bi_search=2.68769, bi_subSolve=3.23685, bi_maintain_time=0.838916, admm_maintain=3.27145, area4=1.36285, infea=516.216, d_obj=-2233.73, overall time=3541.08
i=258, a_nnz=14.8573, ever_a_nnz=20.2958, b_nnz=486.894, uni_search=6.72134, uni_subSolve=2.62811, uni_maintain_time=0.150135, bi_search=2.69517, bi_subSolve=3.2588, bi_maintain_time=0.84188, admm_maintain=3.33769, area4=1.35431, infea=512.828, d_obj=-2264.24, overall time=3563.43
i=259, a_nnz=14.8704, ever_a_nnz=20.316, b_nnz=488.377, uni_search=6.72243, uni_subSolve=2.62495, uni_maintain_time=0.148407, bi_search=2.69556, bi_subSolve=3.2532, bi_maintain_time=0.853183, admm_maintain=3.30966, area4=1.34845, infea=506.092, d_obj=-2302.87, overall time=3585.77
i=260, a_nnz=14.881, ever_a_nnz=20.3365, b_nnz=489.84, uni_search=6.76139, uni_subSolve=2.64473, uni_maintain_time=0.147808, bi_search=2.71592, bi_subSolve=3.27636, bi_maintain_time=0.852557, admm_maintain=3.37931, area4=1.33444, infea=501.958, d_obj=-2365.74, overall time=3608.29
i=261, a_nnz=14.8935, ever_a_nnz=20.3583, b_nnz=491.527, uni_search=6.75991, uni_subSolve=2.63084, uni_maintain_time=0.149238, bi_search=2.79612, bi_subSolve=3.34669, bi_maintain_time=0.87186, admm_maintain=3.57, area4=1.35421, infea=510.859, d_obj=-2442.93, overall time=3631.33
i=262, a_nnz=14.9034, ever_a_nnz=20.3783, b_nnz=493.117, uni_search=7.01669, uni_subSolve=2.77753, uni_maintain_time=0.151458, bi_search=2.93984, bi_subSolve=3.47961, bi_maintain_time=0.890551, admm_maintain=3.58637, area4=1.36669, infea=509.297, d_obj=-2542.82, overall time=3655.1
i=263, a_nnz=14.9108, ever_a_nnz=20.3984, b_nnz=494.62, uni_search=6.99163, uni_subSolve=2.75828, uni_maintain_time=0.14912, bi_search=2.85796, bi_subSolve=3.39587, bi_maintain_time=0.870942, admm_maintain=3.54504, area4=1.33818, infea=506.017, d_obj=-2650.24, overall time=3678.55
i=264, a_nnz=14.9219, ever_a_nnz=20.4195, b_nnz=496.184, uni_search=7.01199, uni_subSolve=2.74553, uni_maintain_time=0.147895, bi_search=2.87943, bi_subSolve=3.42422, bi_maintain_time=0.880152, admm_maintain=3.46668, area4=1.35383, infea=504.042, d_obj=-2769.72, overall time=3701.97
i=265, a_nnz=14.9364, ever_a_nnz=20.4422, b_nnz=497.912, uni_search=6.88216, uni_subSolve=2.71059, uni_maintain_time=0.150876, bi_search=2.83032, bi_subSolve=3.38074, bi_maintain_time=0.892138, admm_maintain=3.47913, area4=1.37379, infea=509.571, d_obj=-2819.88, overall time=3725.13
i=266, a_nnz=14.9482, ever_a_nnz=20.4645, b_nnz=499.628, uni_search=6.94044, uni_subSolve=2.7395, uni_maintain_time=0.150903, bi_search=2.84796, bi_subSolve=3.38765, bi_maintain_time=0.89166, admm_maintain=3.56461, area4=1.35104, infea=512.497, d_obj=-2842.04, overall time=3748.54
i=267, a_nnz=14.9616, ever_a_nnz=20.4869, b_nnz=501.317, uni_search=6.97231, uni_subSolve=2.76239, uni_maintain_time=0.150944, bi_search=2.88856, bi_subSolve=3.44142, bi_maintain_time=0.902233, admm_maintain=3.5045, area4=1.36247, infea=517.673, d_obj=-2834.28, overall time=3772.07
i=268, a_nnz=14.9717, ever_a_nnz=20.5086, b_nnz=502.938, uni_search=6.84571, uni_subSolve=2.70379, uni_maintain_time=0.149151, bi_search=2.70867, bi_subSolve=3.28671, bi_maintain_time=0.87412, admm_maintain=3.45518, area4=1.33626, infea=519.809, d_obj=-2808.38, overall time=3794.91
i=269, a_nnz=14.9818, ever_a_nnz=20.529, b_nnz=504.487, uni_search=6.81497, uni_subSolve=2.68748, uni_maintain_time=0.148068, bi_search=2.8288, bi_subSolve=3.39182, bi_maintain_time=0.90858, admm_maintain=3.52226, area4=1.36698, infea=509.561, d_obj=-2795.05, overall time=3818.1
i=270, a_nnz=14.9944, ever_a_nnz=20.5506, b_nnz=506.114, uni_search=6.93649, uni_subSolve=2.75922, uni_maintain_time=0.152769, bi_search=2.83574, bi_subSolve=3.41348, bi_maintain_time=0.908452, admm_maintain=3.55632, area4=1.37869, infea=507.239, d_obj=-2809.23, overall time=3841.47
i=271, a_nnz=15.0042, ever_a_nnz=20.5718, b_nnz=507.737, uni_search=6.92005, uni_subSolve=2.72955, uni_maintain_time=0.150502, bi_search=2.80662, bi_subSolve=3.37463, bi_maintain_time=0.90107, admm_maintain=3.4463, area4=1.37408, infea=507.502, d_obj=-2835.68, overall time=3864.64
i=272, a_nnz=15.018, ever_a_nnz=20.594, b_nnz=509.429, uni_search=6.87621, uni_subSolve=2.7021, uni_maintain_time=0.149875, bi_search=2.35028, bi_subSolve=3.17653, bi_maintain_time=0.900844, admm_maintain=3.21926, area4=1.38071, infea=514.667, d_obj=-2817.28, overall time=3886.66
i=273, a_nnz=15.0277, ever_a_nnz=20.6144, b_nnz=510.972, uni_search=6.68491, uni_subSolve=2.48717, uni_maintain_time=0.13802, bi_search=2.70446, bi_subSolve=3.35186, bi_maintain_time=0.889914, admm_maintain=3.17707, area4=1.40576, infea=514.836, d_obj=-2852.71, overall time=3908.85
i=274, a_nnz=15.0389, ever_a_nnz=20.6361, b_nnz=512.678, uni_search=6.93253, uni_subSolve=2.74433, uni_maintain_time=0.150725, bi_search=2.87436, bi_subSolve=3.54906, bi_maintain_time=0.963128, admm_maintain=3.56537, area4=1.36736, infea=509.848, d_obj=-2868.5, overall time=3932.59
i=275, a_nnz=15.05, ever_a_nnz=20.6565, b_nnz=514.275, uni_search=7.04544, uni_subSolve=2.7617, uni_maintain_time=0.148512, bi_search=2.77732, bi_subSolve=3.41836, bi_maintain_time=0.915659, admm_maintain=3.62273, area4=1.37706, infea=506.45, d_obj=-2874.62, overall time=3956.12
i=276, a_nnz=15.0613, ever_a_nnz=20.6781, b_nnz=515.964, uni_search=7.07977, uni_subSolve=2.72115, uni_maintain_time=0.149475, bi_search=2.49141, bi_subSolve=3.35538, bi_maintain_time=0.956568, admm_maintain=3.51971, area4=1.37725, infea=504.533, d_obj=-2879.49, overall time=3979.43
i=277, a_nnz=15.0728, ever_a_nnz=20.6982, b_nnz=517.501, uni_search=7.17926, uni_subSolve=2.87439, uni_maintain_time=0.153465, bi_search=3.1264, bi_subSolve=3.67344, bi_maintain_time=0.965067, admm_maintain=3.77074, area4=1.37312, infea=508.195, d_obj=-2904.63, overall time=4004.23
i=278, a_nnz=15.0823, ever_a_nnz=20.7194, b_nnz=519.067, uni_search=7.12756, uni_subSolve=2.81355, uni_maintain_time=0.151507, bi_search=2.73563, bi_subSolve=3.46683, bi_maintain_time=0.958349, admm_maintain=3.36838, area4=1.41344, infea=505.512, d_obj=-2953.72, overall time=4027.8
i=279, a_nnz=15.0918, ever_a_nnz=20.7415, b_nnz=520.772, uni_search=7.30047, uni_subSolve=2.72231, uni_maintain_time=0.148836, bi_search=2.56985, bi_subSolve=3.43529, bi_maintain_time=0.977488, admm_maintain=3.57946, area4=1.40518, infea=511.804, d_obj=-3018.8, overall time=4051.51
i=280, a_nnz=15.101, ever_a_nnz=20.7621, b_nnz=522.304, uni_search=5.61293, uni_subSolve=2.22225, uni_maintain_time=0.125358, bi_search=1.85744, bi_subSolve=2.26983, bi_maintain_time=0.587669, admm_maintain=2.36594, area4=1.37072, infea=504.035, d_obj=-3087.37, overall time=4068.54
i=281, a_nnz=15.1101, ever_a_nnz=20.7824, b_nnz=523.879, uni_search=4.84662, uni_subSolve=1.92738, uni_maintain_time=0.11458, bi_search=1.73878, bi_subSolve=2.17516, bi_maintain_time=0.558657, admm_maintain=2.24601, area4=1.40854, infea=507.653, d_obj=-3121.17, overall time=4084
i=282, a_nnz=15.1234, ever_a_nnz=20.8028, b_nnz=525.434, uni_search=4.59128, uni_subSolve=1.82952, uni_maintain_time=0.10954, bi_search=1.78488, bi_subSolve=2.20911, bi_maintain_time=0.568953, admm_maintain=2.26523, area4=1.40586, infea=513.693, d_obj=-3145.06, overall time=4099.26
i=283, a_nnz=15.136, ever_a_nnz=20.8242, b_nnz=527.081, uni_search=4.72601, uni_subSolve=1.83885, uni_maintain_time=0.109965, bi_search=1.79723, bi_subSolve=2.2193, bi_maintain_time=0.573571, admm_maintain=2.26482, area4=1.41027, infea=517.363, d_obj=-3190.21, overall time=4114.66
i=284, a_nnz=15.1455, ever_a_nnz=20.8439, b_nnz=528.625, uni_search=4.6492, uni_subSolve=1.83543, uni_maintain_time=0.109368, bi_search=1.77021, bi_subSolve=2.15343, bi_maintain_time=0.566988, admm_maintain=2.27848, area4=1.43081, infea=505.658, d_obj=-3201.65, overall time=4130.16
i=285, a_nnz=15.1574, ever_a_nnz=20.8652, b_nnz=530.334, uni_search=4.83268, uni_subSolve=1.86574, uni_maintain_time=0.111056, bi_search=1.7732, bi_subSolve=2.21022, bi_maintain_time=0.568948, admm_maintain=2.28444, area4=1.44224, infea=510.986, d_obj=-3184.83, overall time=4145.67
i=286, a_nnz=15.1687, ever_a_nnz=20.8848, b_nnz=531.846, uni_search=4.63798, uni_subSolve=1.85773, uni_maintain_time=0.110536, bi_search=2.08514, bi_subSolve=2.50754, bi_maintain_time=0.654602, admm_maintain=2.31535, area4=1.40211, infea=512.291, d_obj=-3209.83, overall time=4161.77
i=287, a_nnz=15.1776, ever_a_nnz=20.9061, b_nnz=533.53, uni_search=4.59536, uni_subSolve=1.85693, uni_maintain_time=0.111557, bi_search=1.75302, bi_subSolve=2.09854, bi_maintain_time=0.551978, admm_maintain=2.24465, area4=1.41238, infea=511.809, d_obj=-3197.45, overall time=4176.85
i=288, a_nnz=15.1861, ever_a_nnz=20.9268, b_nnz=535.196, uni_search=4.50881, uni_subSolve=1.84156, uni_maintain_time=0.110762, bi_search=1.7592, bi_subSolve=2.10305, bi_maintain_time=0.555019, admm_maintain=2.25595, area4=1.42121, infea=512.085, d_obj=-3202.74, overall time=4191.87
i=289, a_nnz=15.196, ever_a_nnz=20.9479, b_nnz=536.887, uni_search=4.47658, uni_subSolve=1.83446, uni_maintain_time=0.110776, bi_search=1.89591, bi_subSolve=2.25387, bi_maintain_time=0.604963, admm_maintain=2.68137, area4=1.44819, infea=516.178, d_obj=-3192.21, overall time=4207.84
i=290, a_nnz=15.2062, ever_a_nnz=20.968, b_nnz=538.499, uni_search=5.92297, uni_subSolve=2.40343, uni_maintain_time=0.961548, bi_search=2.77805, bi_subSolve=3.5957, bi_maintain_time=1.02268, admm_maintain=3.68319, area4=1.44694, infea=524.056, d_obj=-3154.65, overall time=4230.61
i=291, a_nnz=15.2149, ever_a_nnz=20.9869, b_nnz=540.001, uni_search=5.27832, uni_subSolve=2.30964, uni_maintain_time=0.138586, bi_search=2.09676, bi_subSolve=2.40656, bi_maintain_time=0.682095, admm_maintain=4.44793, area4=1.47334, infea=511.402, d_obj=-3202.91, overall time=4250.97
i=292, a_nnz=15.2231, ever_a_nnz=21.0071, b_nnz=541.618, uni_search=6.92859, uni_subSolve=2.74857, uni_maintain_time=0.13848, bi_search=2.75244, bi_subSolve=3.34639, bi_maintain_time=0.86687, admm_maintain=3.45194, area4=1.45107, infea=507.735, d_obj=-3219.95, overall time=4274.11
i=293, a_nnz=15.2351, ever_a_nnz=21.0274, b_nnz=543.266, uni_search=6.86614, uni_subSolve=2.71984, uni_maintain_time=0.137471, bi_search=2.86483, bi_subSolve=3.44618, bi_maintain_time=0.904905, admm_maintain=3.38377, area4=1.4695, infea=506.096, d_obj=-3257.87, overall time=4297.02
i=294, a_nnz=15.2459, ever_a_nnz=21.0475, b_nnz=544.887, uni_search=6.49548, uni_subSolve=2.51688, uni_maintain_time=0.129569, bi_search=2.58534, bi_subSolve=3.19717, bi_maintain_time=0.832784, admm_maintain=3.18715, area4=1.50386, infea=511.135, d_obj=-3330.16, overall time=4318.54
i=295, a_nnz=15.2587, ever_a_nnz=21.0668, b_nnz=546.419, uni_search=6.40447, uni_subSolve=2.49591, uni_maintain_time=0.127487, bi_search=2.55042, bi_subSolve=3.15988, bi_maintain_time=0.82951, admm_maintain=3.34927, area4=1.46086, infea=507.546, d_obj=-3403.14, overall time=4340.42
i=296, a_nnz=15.2704, ever_a_nnz=21.0856, b_nnz=547.904, uni_search=7.02574, uni_subSolve=2.80049, uni_maintain_time=0.137676, bi_search=2.81829, bi_subSolve=3.39451, bi_maintain_time=0.906686, admm_maintain=3.34935, area4=1.4598, infea=507.304, d_obj=-3504.14, overall time=4363.79
i=297, a_nnz=15.2779, ever_a_nnz=21.1055, b_nnz=549.497, uni_search=6.95813, uni_subSolve=2.77028, uni_maintain_time=0.137944, bi_search=2.86495, bi_subSolve=3.44425, bi_maintain_time=0.907794, admm_maintain=3.59701, area4=1.49167, infea=504.487, d_obj=-3551.82, overall time=4387.31
i=298, a_nnz=15.2863, ever_a_nnz=21.1257, b_nnz=551.117, uni_search=6.96144, uni_subSolve=2.76765, uni_maintain_time=0.138268, bi_search=2.81076, bi_subSolve=3.40062, bi_maintain_time=0.897595, admm_maintain=3.70736, area4=1.41949, infea=513.179, d_obj=-3605.8, overall time=4411.1
i=299, a_nnz=15.2979, ever_a_nnz=21.1463, b_nnz=552.821, uni_search=7.01778, uni_subSolve=2.7882, uni_maintain_time=0.13891, bi_search=2.67867, bi_subSolve=3.30564, bi_maintain_time=0.876691, admm_maintain=3.4983, area4=1.42438, infea=514.116, d_obj=-3651.55, p_obj=24109.1.........., heldout Acc=0.99823, overall time=4434.45
i=300, a_nnz=15.3078, ever_a_nnz=21.1659, b_nnz=554.414, uni_search=5.10294, uni_subSolve=2.2955, uni_maintain_time=0.136889, bi_search=2.17677, bi_subSolve=2.48821, bi_maintain_time=0.699325, admm_maintain=2.79571, area4=1.49398, infea=511.836, d_obj=-3658.35, overall time=4452.45
i=301, a_nnz=15.3149, ever_a_nnz=21.1849, b_nnz=555.933, uni_search=5.09157, uni_subSolve=2.29881, uni_maintain_time=0.136533, bi_search=2.12883, bi_subSolve=2.45017, bi_maintain_time=0.678196, admm_maintain=2.72461, area4=1.49513, infea=510.729, d_obj=-3661.51, overall time=4470.23
i=302, a_nnz=15.3262, ever_a_nnz=21.2039, b_nnz=557.5, uni_search=5.12537, uni_subSolve=2.27956, uni_maintain_time=0.13441, bi_search=2.13911, bi_subSolve=2.46534, bi_maintain_time=0.691983, admm_maintain=2.69854, area4=1.51039, infea=508.343, d_obj=-3650.73, overall time=4488.08
i=303, a_nnz=15.3336, ever_a_nnz=21.2227, b_nnz=559.092, uni_search=5.47047, uni_subSolve=2.36788, uni_maintain_time=0.135479, bi_search=2.37134, bi_subSolve=2.73762, bi_maintain_time=0.741264, admm_maintain=2.94755, area4=1.49023, infea=511.769, d_obj=-3652.75, overall time=4507.35
i=304, a_nnz=15.3436, ever_a_nnz=21.2408, b_nnz=560.605, uni_search=5.44007, uni_subSolve=2.37522, uni_maintain_time=0.136667, bi_search=2.18334, bi_subSolve=2.52168, bi_maintain_time=0.691282, admm_maintain=2.96419, area4=1.47075, infea=507.339, d_obj=-3666.31, overall time=4526.1
i=305, a_nnz=15.3527, ever_a_nnz=21.2591, b_nnz=562.064, uni_search=5.45572, uni_subSolve=2.37754, uni_maintain_time=0.135154, bi_search=2.31024, bi_subSolve=2.66445, bi_maintain_time=0.725657, admm_maintain=2.80396, area4=1.4552, infea=501.399, d_obj=-3717.57, overall time=4544.95
i=306, a_nnz=15.3632, ever_a_nnz=21.2776, b_nnz=563.558, uni_search=5.47876, uni_subSolve=2.37882, uni_maintain_time=0.134939, bi_search=2.40695, bi_subSolve=2.77912, bi_maintain_time=0.753553, admm_maintain=3.02899, area4=1.46835, infea=497.356, d_obj=-3782.67, overall time=4564.19
i=307, a_nnz=15.3701, ever_a_nnz=21.2972, b_nnz=565.168, uni_search=5.04346, uni_subSolve=2.26198, uni_maintain_time=0.135133, bi_search=2.35178, bi_subSolve=2.73776, bi_maintain_time=0.748442, admm_maintain=2.9387, area4=1.51519, infea=502.636, d_obj=-3843.32, overall time=4582.89
i=308, a_nnz=15.3773, ever_a_nnz=21.3171, b_nnz=566.81, uni_search=5.54294, uni_subSolve=2.42539, uni_maintain_time=0.140141, bi_search=2.43584, bi_subSolve=2.82715, bi_maintain_time=0.776253, admm_maintain=3.06721, area4=1.4552, infea=507.49, d_obj=-3888.68, overall time=4602.63
i=309, a_nnz=15.3864, ever_a_nnz=21.3351, b_nnz=568.299, uni_search=5.59988, uni_subSolve=2.44965, uni_maintain_time=0.139419, bi_search=2.42184, bi_subSolve=2.81629, bi_maintain_time=0.775195, admm_maintain=3.03656, area4=1.48361, infea=501.237, d_obj=-3968.25, overall time=4622.31
i=310, a_nnz=15.3962, ever_a_nnz=21.3532, b_nnz=569.751, uni_search=5.35092, uni_subSolve=2.35325, uni_maintain_time=0.135964, bi_search=2.46184, bi_subSolve=2.91666, bi_maintain_time=0.798114, admm_maintain=3.12014, area4=1.50876, infea=504.68, d_obj=-4075.43, overall time=4642.63
i=311, a_nnz=15.4047, ever_a_nnz=21.372, b_nnz=571.349, uni_search=5.81664, uni_subSolve=2.50141, uni_maintain_time=0.144012, bi_search=2.21888, bi_subSolve=2.60613, bi_maintain_time=0.743162, admm_maintain=3.08977, area4=1.53468, infea=502.192, d_obj=-4129.49, overall time=4662.33
i=312, a_nnz=15.4146, ever_a_nnz=21.3914, b_nnz=573.019, uni_search=5.34943, uni_subSolve=2.37345, uni_maintain_time=0.140336, bi_search=2.23821, bi_subSolve=2.62869, bi_maintain_time=0.73734, admm_maintain=2.94405, area4=1.51961, infea=505.059, d_obj=-4149.14, overall time=4681.13
i=313, a_nnz=15.4241, ever_a_nnz=21.4101, b_nnz=574.602, uni_search=5.31174, uni_subSolve=2.3678, uni_maintain_time=0.13999, bi_search=2.24787, bi_subSolve=2.64967, bi_maintain_time=0.752, admm_maintain=2.94129, area4=1.51078, infea=507.854, d_obj=-4172.44, overall time=4699.94
i=314, a_nnz=15.4357, ever_a_nnz=21.4293, b_nnz=576.172, uni_search=5.28543, uni_subSolve=2.36686, uni_maintain_time=0.138241, bi_search=2.26981, bi_subSolve=2.64353, bi_maintain_time=0.733276, admm_maintain=3.06399, area4=1.49167, infea=517.986, d_obj=-4164.35, overall time=4718.87
i=315, a_nnz=15.4472, ever_a_nnz=21.4482, b_nnz=577.758, uni_search=5.0886, uni_subSolve=2.29931, uni_maintain_time=0.135813, bi_search=2.19054, bi_subSolve=2.53893, bi_maintain_time=0.716219, admm_maintain=2.79474, area4=1.55541, infea=512.792, d_obj=-4158.91, overall time=4736.96
i=316, a_nnz=15.4594, ever_a_nnz=21.4685, b_nnz=579.509, uni_search=5.1485, uni_subSolve=2.35034, uni_maintain_time=0.139716, bi_search=2.22588, bi_subSolve=2.56822, bi_maintain_time=0.732779, admm_maintain=3.00138, area4=1.53189, infea=508.466, d_obj=-4125.13, overall time=4755.61
i=317, a_nnz=15.4697, ever_a_nnz=21.4869, b_nnz=581.07, uni_search=5.37315, uni_subSolve=2.45337, uni_maintain_time=0.141327, bi_search=2.32739, bi_subSolve=2.69635, bi_maintain_time=0.765844, admm_maintain=3.02463, area4=1.53391, infea=508.611, d_obj=-4078.66, overall time=4775.06
i=318, a_nnz=15.4809, ever_a_nnz=21.5056, b_nnz=582.65, uni_search=7.64644, uni_subSolve=3.07871, uni_maintain_time=0.160286, bi_search=3.19322, bi_subSolve=4.14904, bi_maintain_time=1.23417, admm_maintain=4.24299, area4=1.58709, infea=504.412, d_obj=-4038.31, overall time=4802.26
i=319, a_nnz=15.4876, ever_a_nnz=21.5231, b_nnz=584.163, uni_search=7.87368, uni_subSolve=3.15284, uni_maintain_time=0.161123, bi_search=3.20635, bi_subSolve=4.16549, bi_maintain_time=1.25522, admm_maintain=3.83312, area4=1.57749, infea=501.528, d_obj=-4026, overall time=4828.07
i=320, a_nnz=15.4943, ever_a_nnz=21.542, b_nnz=585.738, uni_search=5.08668, uni_subSolve=2.12476, uni_maintain_time=0.116945, bi_search=2.04833, bi_subSolve=2.42104, bi_maintain_time=0.642064, admm_maintain=2.5751, area4=1.53084, infea=501.436, d_obj=-4026.25, overall time=4845.25
i=321, a_nnz=15.5083, ever_a_nnz=21.5628, b_nnz=587.533, uni_search=5.01614, uni_subSolve=2.11234, uni_maintain_time=0.119133, bi_search=2.07053, bi_subSolve=2.45174, bi_maintain_time=0.662065, admm_maintain=2.62411, area4=1.60926, infea=514.799, d_obj=-4009.86, overall time=4862.51
i=322, a_nnz=15.5164, ever_a_nnz=21.5804, b_nnz=589.061, uni_search=4.94666, uni_subSolve=2.09549, uni_maintain_time=0.115959, bi_search=2.12464, bi_subSolve=2.5289, bi_maintain_time=0.680994, admm_maintain=2.84578, area4=1.57768, infea=504.081, d_obj=-4041.22, overall time=4881.4
i=323, a_nnz=15.5277, ever_a_nnz=21.599, b_nnz=590.621, uni_search=7.95775, uni_subSolve=3.21261, uni_maintain_time=0.163248, bi_search=3.26584, bi_subSolve=4.24359, bi_maintain_time=1.27097, admm_maintain=4.3372, area4=1.62069, infea=513.237, d_obj=-4058.14, overall time=4909.45
i=324, a_nnz=15.5316, ever_a_nnz=21.6166, b_nnz=592.088, uni_search=8.01653, uni_subSolve=3.23251, uni_maintain_time=0.160815, bi_search=3.24871, bi_subSolve=4.24433, bi_maintain_time=1.28115, admm_maintain=4.32042, area4=1.65323, infea=505.101, d_obj=-4088.18, overall time=4937.52
i=325, a_nnz=15.5425, ever_a_nnz=21.6351, b_nnz=593.71, uni_search=8.00396, uni_subSolve=3.23513, uni_maintain_time=0.163743, bi_search=3.37717, bi_subSolve=4.24218, bi_maintain_time=1.2563, admm_maintain=4.105, area4=1.57739, infea=503.52, d_obj=-4115.83, overall time=4965.21
i=326, a_nnz=15.5509, ever_a_nnz=21.654, b_nnz=595.354, uni_search=7.34112, uni_subSolve=3.05169, uni_maintain_time=0.149512, bi_search=3.3659, bi_subSolve=4.00296, bi_maintain_time=1.12052, admm_maintain=4.10867, area4=1.56386, infea=505.642, d_obj=-4151.78, overall time=4991.71
